KT919764.1	𝝼.2.2
LC751798.1	𝝼.2.3
OR168504.1	𝝼.2.1
PX661131.1	𝝼.8.2
PV730268.1	𝝼.2.2
LC876193.1	𝝼.2.2
KF835960.1	𝝼.38
KP882172.1	𝝼.2.2
KX274558.1	𝝼.2.1
EU760696.1	𝝼.2.2
LC751831.1	𝝼.2.1
HQ392353.1	𝝼.2.2
OQ201533.1	𝝼.2.1
MZ065847.1	𝝼.2.2
KF371989.1	𝝼.2.2
PP848667.1	𝝼.2.1
KP007178.1	𝝼.2.1
OR168461.1	𝝼.2.1
MN479796.1	𝝼.2.2
KJ454650.1	𝝼.2.2
MK379193.1	𝝼.3.32
LC002026.1	𝝼.2.1
KC175025.1	𝝼.2.4
EU708909.1	𝝼.19.7
MZ095166.1	𝝼.2.1
MH238131.1	𝝼.68.7
JN831206.1	𝝼.4.11
KJ482312.1	𝝼.24.59
OP717965.1	𝝼.2.1
X81437.1	𝝼.2.14
HM348726.1	𝝼.28
PQ323312.1	𝝼.3.47
KC113256.1	𝝼.25.2
LC876128.1	𝝼.3.6
PP861983.1	𝝼.2.3
OQ440170.1	𝝼.87
MZ095133.1	𝝼.2.5
MH301186.1	𝝼.2.5
PX137366.1	𝝼.25.9
MN479809.1	𝝼.2.3
MK272875.1	𝝼.55.1
PQ452930.1	𝝼.3.60
MG407653.1	𝝼.3.5
GQ225804.1	𝝼.24.1
ON992658.1	𝝼.2.3
OP950159.1	𝝼.10.6
MW387170.1	𝝼.2.3
ON092390.1	𝝼.9.10
OQ061053.1	𝝼.2.3
FJ947777.1	𝝼.18.1
MN479805.1	𝝼.4.4
MW384250.1	𝝼.2.3
FJ206187.1	𝝼.15.1
OR192585.1	𝝼.23.2
LC477607.1	𝝼.2.3
MK302415.1	𝝼.9.24
JF712563.1	𝝼.29
JQ423899.1	𝝼.9.25
MT655946.1	𝝼.11.1
JQ715672.1	𝝼.14.6
PX211758.1	𝝼.2.28
KJ626879.1	𝝼.2.5
PV288447.1	𝝼.2.3
ON992669.1	𝝼.2.3
KJ752479.1	𝝼.24.11
OM982786.1	𝝼.42.4
JN605456.1	𝝼.2.5
MH428509.1	𝝼.3.44
KJ482309.1	𝝼.24.63
PP669532.1	𝝼.24.3
KC986970.1	𝝼.8.5
HQ392112.1	𝝼.2.5
LC777997.1	𝝼.66
LC328199.1	𝝼.14.2
KJ559050.1	𝝼.2.5
AF541920.1	𝝼.9.6
OK651113.1	𝝼.78
KP752956.1	𝝼.44
JX040430.1	𝝼.8.20
PP645805.1	𝝼.8.1
AB748600.1	𝝼.4.4
KY053216.1	𝝼.24.33
KJ753137.1	𝝼.24.45
MH428520.1	𝝼.3.29
OM450952.1	𝝼.3.71
GQ496259.1	𝝼.24.1
PP669510.1	𝝼.24.3
PP669432.1	𝝼.24.3
LC765804.1	𝝼.3.5
JN831217.1	𝝼.16.1
FJ947909.1	𝝼.18.1
KX024675.1	𝝼.16.3
MT226640.1	𝝼.10.6
KU243457.1	𝝼.49
JX402798.1	𝝼.4.4
PZ135633.1	𝝼.8.1
MH428515.1	𝝼.71
PQ299938.1	𝝼.24.15
LC000541.1	𝝼.57
KU508377.1	𝝼.51
LC776511.1	𝝼.25.6
KU740016.1	𝝼.9.9
GU384197.1	𝝼.20.3
KR052754.1	𝝼.15.1
MZ094924.1	𝝼.2.5
KJ919025.1	𝝼.14.1
HQ846860.1	𝝼.10.6
PQ299960.1	𝝼.86.1
MN649770.1	𝝼.4.16
PQ736903.1	𝝼.9.17
FJ206226.1	𝝼.15.1
KC175189.1	𝝼.2.4
LC467831.1	𝝼.6.3
KJ559342.1	𝝼.2.5
KJ482318.1	𝝼.24.23
KC174896.1	𝝼.2.4
KJ482313.1	𝝼.24.57
LC467820.1	𝝼.6.3
KX632328.1	𝝼.2.5
PX137417.1	𝝼.3.34
LC600817.1	𝝼.24.34
JX290174.1	𝝼.25.2
MH428510.1	𝝼.3.20
KP752750.1	𝝼.2.5
KX212882.1	𝝼.4.4
ON221579.1	𝝼.39.7
FJ206189.1	𝝼.15.1
LC876095.1	𝝼.3.6
KC175167.1	𝝼.2.4
KJ482325.1	𝝼.15.3
JN626230.1	𝝼.8.7
PQ299949.1	𝝼.36.3
JF990835.1	𝝼.24.1
LC875985.1	𝝼.25.10
MN190003.1	𝝼.11.1
MH769716.1	𝝼.11.1
AY065843.1	𝝼.11.1
KJ482316.1	𝝼.24.36
FJ816613.1	𝝼.22.2
OR192596.1	𝝼.23.2
KM026671.1	𝝼.2.11
KJ482300.1	𝝼.24.9
GQ496293.1	𝝼.24.1
MH428504.1	𝝼.3.14
KT887528.1	𝝼.4.38
MT784847.1	𝝼.3.5
LC133522.1	𝝼.8.22
KJ482319.1	𝝼.24.58
MZ065712.1	𝝼.4.4
AB908953.1	𝝼.6.1
OR501095.1	𝝼.13.1
KC175069.1	𝝼.2.4
OP718296.1	𝝼.3.94
PP874434.1	𝝼.24.44
JF421983.1	𝝼.14.1
KC815666.1	𝝼.4.4
OQ440179.1	𝝼.88
MT364843.1	𝝼.59.1
KJ482303.1	𝝼.24.9
FB744513.1	𝝼.11.1
FJ206169.1	𝝼.15.1
KC175080.1	𝝼.2.4
ON807576.1	𝝼.83
MH308724.1	𝝼.24.49
MH238137.1	𝝼.68.3
MN479890.1	𝝼.2.9
LC765815.1	𝝼.3.6
PP669477.1	𝝼.24.3
MN523684.1	𝝼.11.1
PP855869.1	𝝼.39.2
MT025900.1	𝝼.15.5
KU363140.1	𝝼.3.58
KJ482320.1	𝝼.24.6
AB748599.1	𝝼.4.4
MH769729.1	𝝼.8.4
HM348725.1	𝝼.27
LC876117.1	𝝼.3.17
OR683343.1	𝝼.3.56
PX941924.1	𝝼.4.4
KC174918.1	𝝼.2.4
FJ947920.1	𝝼.18.1
LC061632.1	𝝼.58
EF672593.1	𝝼.2.17
PZ512709.1	𝝼.25.5
LC328257.1	𝝼.14.2
KP752853.1	𝝼.24.11
LC777986.1	𝝼.3.45
PV418653.1	𝝼.59.1
KC175222.1	𝝼.2.4
OL988978.1	𝝼.4.4
OQ603394.1	𝝼.20.1
KJ940159.1	𝝼.16.6
KX363341.1	𝝼.3.5
NC_011501.2	𝝼.11.1
JQ309143.1	𝝼.15.9
JQ031146.1	𝝼.20.1
PQ299927.1	𝝼.36.1
MF940627.1	𝝼.3.24
AB779645.1	𝝼.3.73
KJ412863.1	𝝼.13.2
KP006512.1	𝝼.4.4
OL989014.1	𝝼.24.14
JF896473.1	𝝼.11.1
PV804786.1	𝝼.3.52
EU542718.1	𝝼.15.1
MK597968.1	𝝼.25.15
KC580105.1	𝝼.18.1
PX353006.1	𝝼.25.13
MN528112.1	𝝼.79
JX027885.1	𝝼.9.3
LC810894.1	𝝼.15.5
KM820679.1	𝝼.42.2
PX941617.1	𝝼.8.1
KC579925.1	𝝼.18.1
ON807583.1	𝝼.85
MT025879.1	𝝼.18.1
PV368527.1	𝝼.20.5
PX137452.1	𝝼.3.4
PQ300022.1	𝝼.24.13
ON012982.1	𝝼.20.4
GQ225801.1	𝝼.24.1
PQ299845.1	𝝼.91.2
KU739909.1	𝝼.9.9
MW771181.1	𝝼.16.1
HM363562.1	𝝼.8.7
MT163187.1	𝝼.2.18
LC810905.1	𝝼.24.1
PP235804.1	𝝼.15.1
OR683321.1	𝝼.3.3
KU739924.1	𝝼.9.9
HM773904.1	𝝼.18.1
MW720864.1	𝝼.39.5
LC095940.1	𝝼.3.5
MT025878.1	𝝼.18.1
PX137508.1	𝝼.3.4
KJ482314.1	𝝼.24.6
KC174982.1	𝝼.2.4
KX988272.1	𝝼.55.2
LC776486.1	𝝼.3.45
KJ482301.1	𝝼.40
KC175091.1	𝝼.2.4
JF693043.1	𝝼.4.35
GU199500.1	𝝼.2.6
FJ947203.1	𝝼.9.13
LC875996.1	𝝼.25.3
KX363287.1	𝝼.3.5
LC876150.1	𝝼.9.5
JQ687099.1	𝝼.11.1
LC704659.1	𝝼.62.1
KJ412617.1	𝝼.10.5
PX848836.1	𝝼.99
MW575225.1	𝝼.3.88
FJ206191.1	𝝼.15.1
MF940735.1	𝝼.15.1
JF796709.1	𝝼.3.24
PQ349608.1	𝝼.6.1
KC579660.1	𝝼.18.2
KF907262.1	𝝼.13.2
PX941569.1	𝝼.3.4
JQ069266.1	𝝼.9.3
PX828335.1	𝝼.3.75
KU243458.1	𝝼.49
LC777974.1	𝝼.3.37
LC876171.1	𝝼.3.6
PX551877.1	𝝼.4.13
KJ482315.1	𝝼.4.41
KC579865.1	𝝼.18.1
HQ661131.1	𝝼.19.13
PQ678250.1	𝝼.92
PV553518.1	𝝼.11.4
PV500794.1	𝝼.15.1
KU740024.1	𝝼.9.23
OR644652.1	𝝼.3.80
PV418632.1	𝝼.59.1
MW771126.1	𝝼.4.29
PX137335.1	𝝼.94
MT796874.1	𝝼.2.9
OM212047.1	𝝼.20.5
MH428523.1	𝝼.3.29
KF041437.1	𝝼.9.15
KC610697.1	𝝼.3.48
KJ820855.1	𝝼.14.2
EF990689.1	𝝼.15.11
JX683639.1	𝝼.14.2
FN665695.1	𝝼.8.14
MH238142.1	𝝼.68.1
KP753059.1	𝝼.3.65
MH238138.1	𝝼.68.3
FJ947434.1	𝝼.18.1
PP991497.1	𝝼.20.3
KJ482326.1	𝝼.15.3
OQ440219.1	𝝼.24.55
PQ332968.1	𝝼.20.5
KU243453.1	𝝼.50
HM348727.1	𝝼.2.30
MH785430.1	𝝼.72
LC776534.1	𝝼.24.27
EF672558.1	𝝼.17
EF672579.1	𝝼.2.9
KY055424.1	𝝼.56
AB971768.1	𝝼.7
MG781049.1	𝝼.3.67
MK953578.1	𝝼.2.26
MN649767.1	𝝼.4.36
LC880285.1	𝝼.67
KR632628.1	𝝼.24.39
ON676177.1	𝝼.3.33
JX070054.1	𝝼.4.21
KY937200.1	𝝼.3.12
LC810927.1	𝝼.4.9
OL988942.1	𝝼.16.4
EF554156.1	𝝼.16.3
MK936382.1	𝝼.68.2
ON736965.1	𝝼.24.54
MH238125.1	𝝼.68.2
LC433804.1	𝝼.2.6
AB908942.1	𝝼.6.1
KJ501690.1	𝝼.2.6
LC460423.1	𝝼.4.28
OQ440167.1	𝝼.24.18
JF796698.1	𝝼.3.24
KJ482311.1	𝝼.15.3
K02170.1	𝝼.24.1
PP987328.1	𝝼.8.8
KX363418.1	𝝼.3.5
EU708942.1	𝝼.19.1
MK606447.1	𝝼.25.15
PV650039.1	𝝼.14.1
LC776499.1	𝝼.64
KC815688.1	𝝼.6.2
ON737648.1	𝝼.4.18
FJ947192.1	𝝼.9.13
OM362101.1	𝝼.25.8
KC412037.1	𝝼.24.52
GQ496225.1	𝝼.24.1
DQ205228.1	𝝼.12.2
PP874459.1	𝝼.3.11
ON059882.1	𝝼.82
KY426805.1	𝝼.4.30
PX941811.1	𝝼.8.1
EU520415.1	𝝼.11.2
LC834035.1	𝝼.4.34
MT655945.1	𝝼.11.1
HQ834204.1	𝝼.20.1
AB770160.1	𝝼.3.77
MH428518.1	𝝼.31.8
PV804797.1	𝝼.3.78
KF371738.1	𝝼.9.3
GQ225802.1	𝝼.24.1
KR262155.1	𝝼.9.3
KJ482317.1	𝝼.24.7
MT234359.1	𝝼.4.11
KC960627.1	𝝼.33
KF035104.1	𝝼.34
LC875963.1	𝝼.25.1
KF500516.1	𝝼.15.2
KU361015.1	𝝼.30.2
KJ412674.1	𝝼.10.5
OP947216.1	𝝼.22.1
MW771203.1	𝝼.16.1
JF693165.1	𝝼.24.1
MH238127.1	𝝼.68.5
ON205951.1	𝝼.19.10
KJ412879.1	𝝼.10.5
MH238126.1	𝝼.68.1
MH829061.1	𝝼.9.3
DQ490535.1	𝝼.14.2
PQ300003.1	𝝼.91.1
MN067441.1	𝝼.4.42
KF835958.1	𝝼.24.19
PX661128.1	𝝼.8.2
MK953569.1	𝝼.2.26
MN528083.1	𝝼.79
OM982743.1	𝝼.24.25
JF796720.1	𝝼.3.24
LC876259.1	𝝼.25.4
LC776498.1	𝝼.25.6
KP753058.1	𝝼.24.56
KU739914.1	𝝼.9.9
KJ412718.1	𝝼.13.2
MN836377.1	𝝼.2.14
MN528097.1	𝝼.79
PQ299859.1	𝝼.91.2
KJ482322.1	𝝼.15.3
LC776556.1	𝝼.3.90
MN102371.1	𝝼.31.4
KJ482310.1	𝝼.15.3
OM982732.1	𝝼.24.25
LC467908.1	𝝼.6.1
LC467864.1	𝝼.6.1
PX952663.1	𝝼.4.32
PX137274.1	𝝼.25.16
KC579911.1	𝝼.2.24
LC438932.1	𝝼.10.6
JX442782.1	𝝼.8.9
